Text,Generic Class,Original class,Source,Dialect
Nik Mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nikmouk,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Zebbi mazaliten akken kan attaken yerna nnighas adhev,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Viiiive la kabyli Niiiik gaaaa3 la3rab,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Roh ta3ti ena9ch,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
k omak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Rana niko fhatchon mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok mana ltindof 🖕hata jahaltna ya ta7a,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Yazebi mi nta habes likima nta linako leblad yazebi,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik hechon yemak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Mais vrm't d pd kechi🙂bla rebym n bavam ar PS en personne Mala rohh kemouuuk,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Hechone yamak ayabatar amis el qahba,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
L'admin kech qbayli drabhalou 😂😂😂😂😂,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Les racistes nik matkom win ma kounto,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Sowa ta3 ymak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik hechoun yemakk mis lqhba,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Tizzz yemakk y'a le3reb ta3 Zebbi nikmatkum,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Yaw nehraqe hechone yemmak ya lebatar ya  106 ya rekhise ya qehba chabi3e zebe wu jite tetkbire 3elina yakhi noqche,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Hechone yemmak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Hechone yemmak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Malk naqch?,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
ta attay ya si zitout,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Tfouh ya terma,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Tfoooooh 3like ya khabit ya zandi9 Netla9a bike Ndakhlholek f trmtek,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Rouh Nike Mook.,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Rahe nike omke tfoooooo,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Ci Fabrice d.origine hadek nkech comme toi à la bas,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Ya amir ennass hathou ali belhadj ouga3douh 3la qar3a  ! Ils sont capables de tout  !,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Roh nikoomok ya Halof 🐖🐖🐖🐖,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Wled el kahba ta3 kavignac thahna nsahoum wallah ga3 khab,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
"Ki amir ki zitout 
Ki hamou ki tiiiiz oumo",offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Les violeurs thahna,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok ya bobla,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Tous ces problèmes c est de la pure propagande. IL y a des imbéciles qui vous croient. De toute façon vos jours sont comptés ya Nakche ya khayane bladak tfouhhhhhhh 3alik. Il y a  bezaf nkoucha kima enta fel blad.,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nigue omak yarkhiss,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Roh 9awd Rani baghi ynikok anta ya 3atay tfohhh nikmok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Bled zeb,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
"Hna machi monafiqin kima ntouma ya zebi ma nseliwch besah ma 3endnach nifaq, wrouh ta3ti w yedek fi zeb",offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
N9isak Bali tajar7ak 😂😂 yaww aniiiik yammmmaaak aa 7acha yamak dsl kho mais tastahlo bin zoj nik yamakom 😂😂😁 b zit aziton hhhhhh ntawa3 la9bayal hh,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
S hechon yemmak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
"Lokan maranach f le groupe n9olk nik ta mère , rani nkteb b l'3arbiya Bach tefehem ayagheyul",offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Way roh nik swa ta3 mok nta 3atay tahdr 3ala zwawa an9ch rakhis rbk zwawa tararis 3alik ajayh alhw,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik matkom ga3,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
NIKE  mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
anta   dayer ki zebbi  uzid  critiqui a3la ardjal ...,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Y'a 3arbi ta3 zabi hna nikoulek yemak y'a n9ch,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mouk yawlid kahba thab ytayholak ya no9ch tachti ytayholak b yamak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nhchon yemak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
k yamak yl3atay,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Rouh chof akhteuk balak rahi m3a zaki khir mat3ass f chwakreuk lakbayil fdp,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Rouh saksi yamak babak chekoun 😎😎😎balak ankoun ana li naktha fi diskoutak😎 boura boura 😎,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
hada bayen bali nakolo yemah 3endna arwah nkemlolek lik o zid djib khetekk,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Hadi hekiha le hetchoun yemak ya ne9che lokan jit ta3raf l'histoire mathdarch  ya les arabe ta3 zeb,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok ya le doux,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik hatchoune yemak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Roho  nikomatkom les jaloux😇,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
El zal ta frança,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Mal rabak ga3ad jaybha morah ya zabi 😠😠,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Page ki zab,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
"Terma nta bayan , techti seb",offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik swawi t3 matkoom ki ntoma ki admin t3 la page li rakom tetmnyko 3liihh ki zbii dayr,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Tnakht,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok admin  rkhis,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
komok nta na9ch 3mblk t9abilni naga3rik na9ich ta3 zab,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
"camarade ychkoupi? 
nta rek kter mno",offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
NiQ moQ,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Rkhis ayak rah khir mnk rah jab najma tanya wkhrj khtk tdifoly ya wld l9a7ba 😕,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok ya saheb lmanchor,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik 7atchon Yamak Kho Ga3d T3ayar Fi wlid Bladak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Hwa amoia jouar ba3d 3amin wla 3 tlgah kima mherz wla 5ir mais nta ag3oud ahsad fih dairin ki nomi wahed l3iba,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Wtizz.mok.nssitha,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Rak dafa3 3ala eli nakoukoum fe tes3inate?,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Wajhek w tramtek kif kif matban tahder matben takhra,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nti khawtek andhoum les moustache fi tramihoum bel hadrra ha,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Vive zitout amir DZ rachid negase game 🎮 is over BITSH,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Wenti mnine jiti moke weldeta ma lora ya3ni men tarmetha ma lakhere moke wehda babak toum,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Yakahda chofi bladek ya harkis loubya bla lahm,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok VIVE HIRAK VIVE AMIR dz,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Kh sogia wala babak nazza fel jet prive. Ya kaboula,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Matrouhiche djibi ghoryane e 3gaybak ytmanyko bok rdjal madzawj,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Amir rajel 3likoum ya welad lekhb,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Rouh ta3ti....anti kahba kebira,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Ro7i Niki mon ya bant el 9a7ba ma l9itich rajal kifah rajlak ou khalak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Ntia li farkha ou 9ahba ou masabtich li baradhalek,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Enti ta3 3ebla ya ele kahba,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Vive amir dz chicorak y kahba,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Db tjib zbii mchi lakop,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Mais cette petasse est une agent des mokhabarat,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Tezz,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Daira k z,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Soi tamouk,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
byna beli k..ba,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Yawadi roh nik mok sal put,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
KAHBA🤪,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Ya kahba  thalabt,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Zebi🖕,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
ya l admin rouh nik mok khtek nik mo babak  yahreq hechun yemmah familtek w nik mooook ayah,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Adii roh nik mok sd9a 3lia mliha,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
hhhh 3lh rakm diro fl fitna ya zb 😂,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Roh nik hachoun yemmak ya l’admin ida nta radjel,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
k mouk haka hbit neta njbdlek lwalida,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik yemakkkk ya l'admin roh a9ra chwiya histoire t3rf chkon chwakrek y'a zamel,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nikmok 🖕🏿🖕🏿🖕🏿🖕🏿,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
tizmok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Ya zebi barkakom m temenyik Aya nezedmo ne7arero phalastine 🏳️‍🌈 🙂,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik Mok Imazighen 💪💪💪,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok bikul roujoula,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Tnakhat 😁😁😁,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Ya zebi rak rabeh ghir l3ib ekber chwiya,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
roh 3as khtak ya l'admin rahi tatqohab bara 🖕🖕,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Mtrouhch tnik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nikmok ça va comme ça 🙂,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Ya zebi ntta jitt m so3odia waqil . 3la mat3rfoch winn troho pcq ma3rftoch mnin jito,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
9wwdnik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
k hchon ymak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik hechoun yemmak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Htchon yemak matevghidh umukanayi aknidisinigh g setak ayihdhadh 🖕,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik Mathom Ga3 La3rab Nik Swa ta3 Matkoum,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Emchi nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Wach azbi nta t3rf l9bAyl dija ain jaya,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
"Azoul walan nazull 
Sir 3nd swa3da ynikok algholam",offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Roh nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik heccun tez yemmak 🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Heccun yemak 🖕🏻,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
"Thab ki ytayholak b yemmak yak 
Mala nik mok 😉😉",offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Rouh nik tiz khtek wnik mouk,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
À mis lqahba,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nique ta race bonde de raciste 😘,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Teboune Mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Rouh nik hachounn tezz yemmmakk,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Zebi  ayi3etayen,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Adi rab hkaytak 3lina,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Roh en t3tayn🤣🤣🤣,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nk mk,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik yemmak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Hhhh Nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik yemmak pour l'infini,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
N3al hachun yemak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik sewa ta3 moK,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik hachoun yemmak ya lqahba,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Roh nadi AF lasel ik aya3etay amis n lqehba,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nique ta mère t simplement 🙂,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nadiii fissem gemak atafeddd Dina amiss lqahba nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
(fkiyid adfellll yehman agdefkagh A3rab yellhaaan tfoooooo na3 hechon yemak ),offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok kunwi swa3raven mahsuv thenaqrem kunwi akk igqewden thamureth,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Ivan kunwi tettakem en famille Ivan alqhab,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Rooh nik mok ya miss lkhba aya3rav ahraym,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
k hechen yammtkem arraw lqhab as,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
tevan wagi da3erav 100% mise leqaheba,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok aneqch,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik swa ta3 khtak azbi nta aslak l lyaman 3tay,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik hetchon yemak aya3etay a neqch🖕🖕🖕🖕🖕🖕🖕🖕,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Roh ta3t,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
zeb,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nahetchoun yemmak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
k ymak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Wach 9owad mouloudia yno9ch bach jib tafa3ol,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Hahi Rbk karim 😂 Niklha 2 rk3at Y tesna 😂😂,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
W le doux yzbi,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Ne3bed Matoub ou nik les arabes,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Le doux apar le group ntouma ga3 sera9in ki zebi habi tetl3o be le group ou memes ta3 nass .,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
"Ah ne3bed Matoub ouli ma3ejbouch lhal i Roh Nik mo , wach me dine li 3endkoum ntouma ya mounafikine Nik matkoum Roho l yamen ya sale race tfouhhh",offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
7i mouloudia dir khtek tdjj khir,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
3bd sowa ta3 khtoQ Lghoz,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
"Bdito tekhraw fel hadra
La page était bien bdito t.iko berk
Je quitte la pag",offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
"Nesssit babakoum boutboun 
Vive matoubbbbb li ma3jbouch lehal yeruh yenik mo",offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
3el hechoun yemmak li dar had la pub,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
matoub veux vous leberer de l3ouboudiya in3el hechoun yemmakoum a derya lekhab,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nkmk,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nkmk cv hakda,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nkmk,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
N3bed ymak w khtok yana9ch,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
N3el hechoun yemak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
wjoh zebi y3ebdo lma3toub ta3 chkoupi hada sa7 ?? nik mo li tbalo beli no9ch kima hada lma3toub rajel,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Swa ta3 mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Yaw nikamok hna nhabo moloudia ou na3bdo Rir rabi sabhano,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Mis lqahba nik mok staghfir llah,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik yemak ya ladmin nhtchoun ymak ya ne9ch wlid l9hba,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok wach dkhl m3toub nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Matob rajel 3likum vive l9bayel tahya matub mi ntuma hchun ymakum,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Nik mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Sowa,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
La ilha ila allah matoub rasoul allah,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Loka hatit trmat khtk tchouf wach na3abdo,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
NikomeQ,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Rani na3ebde hechon yemmak,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Tiz mok 👌,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Tiz omk,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
nta deja nsalak 20alf ta3 la flixi w hab tazawj mshi nyak 😂,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
😂 khalihem fi khssawik 😂,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
k mok,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
Hhhhhhh taya7elhoum byemahom wmatejbedelhomch ma3toub ya sep,offensive,Abusive (obscene),(Boucherit and Abainia 2022),DZ
